2025-06-01 10:12:01 | INFO     | trading_bot        | Starting Binance Futures Testnet Trading Bot
2025-06-01 10:16:40 | INFO     | trading_bot.client | Placing order  symbol=BTCUSDT  side=SELL  type=STOP_MARKET  qty=0.001  price=60000
2025-06-01 10:16:40 | DEBUG    | trading_bot.client | POST https://testnet.binancefuture.com/fapi/v1/order  body={'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'STOP_MARKET', 'quantity': '0.001', 'stopPrice': '60000', 'timestamp': 1748768800234, 'recvWindow': 5000, 'signature': 'c9d1...'}
2025-06-01 10:16:40 | DEBUG    | trading_bot.client | Response  status=200  body={"orderId":4751833178,"symbol":"BTCUSDT","status":"NEW","clientOrderId":"x-ghi789","price":"0","avgPrice":"0","origQty":"0.001","executedQty":"0","stopPrice":"60000","timeInForce":"GTC","type":"STOP_MARKET","side":"SELL","updateTime":1748768800400}
2025-06-01 10:16:40 | INFO     | trading_bot.orders | Order placed successfully. Response: {'orderId': 4751833178, 'symbol': 'BTCUSDT', 'status': 'NEW', 'stopPrice': '60000', 'origQty': '0.001', ...}

--- VALIDATION ERROR EXAMPLE ---
2025-06-01 10:18:05 | WARNING  | trading_bot.orders | Validation failed: Price / stop-price is required for LIMIT orders.

--- API ERROR EXAMPLE ---
2025-06-01 10:20:11 | ERROR    | trading_bot.client | API error  code=-1121  msg=Invalid symbol.
2025-06-01 10:20:11 | ERROR    | trading_bot.orders | API error while placing order: Binance API Error [-1121]: Invalid symbol.
2026-06-01 13:04:16 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:04:16 | DEBUG    | trading_bot.client | GET https://testnet.binance.vision/fapi/v1/time  params=None
2026-06-01 13:04:17 | DEBUG    | trading_bot.client | Response  status=404  body=
2026-06-01 13:04:17 | ERROR    | trading_bot | Ping failed: 404 Client Error: Not Found for url: https://testnet.binance.vision/fapi/v1/time
2026-06-01 13:06:21 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:06:21 | DEBUG    | trading_bot.client | GET https://testnet.binance.vision/api/v3/time  params=None
2026-06-01 13:06:22 | DEBUG    | trading_bot.client | Response  status=200  body={"serverTime":1780299381623}
2026-06-01 13:06:22 | INFO     | trading_bot | Ping successful. Server time: 1780299381623
2026-06-01 13:06:47 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:06:47 | INFO     | trading_bot.orders | Validated order request  symbol=BTCUSDT side=BUY type=MARKET qty=0.001 price=N/A
2026-06-01 13:06:47 | INFO     | trading_bot.client | Placing order  symbol=BTCUSDT  side=BUY  type=MARKET  qty=0.001  price=N/A
2026-06-01 13:06:47 | DEBUG    | trading_bot.client | POST https://testnet.binance.vision/api/v3/order  body={'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': '0.001', 'timestamp': 1780299407874, 'recvWindow': 5000, 'signature': '3fb6f390c215117322edbe586ca1029eea157f53cc407cf1c42f61e1ede60089'}
2026-06-01 13:06:49 | DEBUG    | trading_bot.client | Response  status=200  body={"symbol":"BTCUSDT","orderId":9331357,"orderListId":-1,"clientOrderId":"mFVrwK6yWFmEIMG7ofRBLy","transactTime":1780299408500,"price":"0.00000000","origQty":"0.00100000","executedQty":"0.00100000","origQuoteOrderQty":"0.00000000","cummulativeQuoteQty":"72.91511000","status":"FILLED","timeInForce":"GTC","type":"MARKET","side":"BUY","workingTime":1780299408500,"fills":[{"price":"72915.11000000","qty":"0.00100000","commission":"0.00000000","commissionAsset":"BTC","tradeId":2825967}],"selfTradePreven
2026-06-01 13:06:49 | INFO     | trading_bot.orders | Order placed successfully. Response: {'symbol': 'BTCUSDT', 'orderId': 9331357, 'orderListId': -1, 'clientOrderId': 'mFVrwK6yWFmEIMG7ofRBLy', 'transactTime': 1780299408500, 'price': '0.00000000', 'origQty': '0.00100000', 'executedQty': '0.00100000', 'origQuoteOrderQty': '0.00000000', 'cummulativeQuoteQty': '72.91511000', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1780299408500, 'fills': [{'price': '72915.11000000', 'qty': '0.00100000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2825967}], 'selfTradePreventionMode': 'EXPIRE_MAKER'}
2026-06-01 13:07:07 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:07:07 | INFO     | trading_bot.orders | Validated order request  symbol=BTCUSDT side=SELL type=LIMIT qty=0.001 price=70000
2026-06-01 13:07:07 | INFO     | trading_bot.client | Placing order  symbol=BTCUSDT  side=SELL  type=LIMIT  qty=0.001  price=70000
2026-06-01 13:07:07 | DEBUG    | trading_bot.client | POST https://testnet.binance.vision/api/v3/order  body={'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'LIMIT', 'quantity': '0.001', 'price': '70000', 'timeInForce': 'GTC', 'timestamp': 1780299427951, 'recvWindow': 5000, 'signature': '6619c38e403c55c151b1a6f9714ee8b6f5ec26264c489ffc7eefffd984dae337'}
2026-06-01 13:07:08 | DEBUG    | trading_bot.client | Response  status=200  body={"symbol":"BTCUSDT","orderId":9331407,"orderListId":-1,"clientOrderId":"2rkvxKQbNwE8rR29SQN7nG","transactTime":1780299428150,"price":"70000.00000000","origQty":"0.00100000","executedQty":"0.00100000","origQuoteOrderQty":"0.00000000","cummulativeQuoteQty":"72.91509000","status":"FILLED","timeInForce":"GTC","type":"LIMIT","side":"SELL","workingTime":1780299428150,"fills":[{"price":"72915.09000000","qty":"0.00100000","commission":"0.00000000","commissionAsset":"USDT","tradeId":2825979}],"selfTradeP
2026-06-01 13:07:08 | INFO     | trading_bot.orders | Order placed successfully. Response: {'symbol': 'BTCUSDT', 'orderId': 9331407, 'orderListId': -1, 'clientOrderId': '2rkvxKQbNwE8rR29SQN7nG', 'transactTime': 1780299428150, 'price': '70000.00000000', 'origQty': '0.00100000', 'executedQty': '0.00100000', 'origQuoteOrderQty': '0.00000000', 'cummulativeQuoteQty': '72.91509000', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'LIMIT', 'side': 'SELL', 'workingTime': 1780299428150, 'fills': [{'price': '72915.09000000', 'qty': '0.00100000', 'commission': '0.00000000', 'commissionAsset': 'USDT', 'tradeId': 2825979}], 'selfTradePreventionMode': 'EXPIRE_MAKER'}
2026-06-01 13:07:32 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:07:32 | WARNING  | trading_bot.orders | Validation failed: Price / stop-price is required for STOP_MARKET orders.
2026-06-01 13:09:53 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:09:53 | INFO     | trading_bot.orders | Validated order request  symbol=BTCUSDT side=SELL type=STOP_MARKET qty=0.001 price=60000
2026-06-01 13:09:53 | INFO     | trading_bot.client | Placing order  symbol=BTCUSDT  side=SELL  type=STOP_MARKET  qty=0.001  price=60000
2026-06-01 13:09:53 | DEBUG    | trading_bot.client | POST https://testnet.binance.vision/api/v3/order  body={'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'STOP_MARKET', 'quantity': '0.001', 'stopPrice': '60000', 'timestamp': 1780299593725, 'recvWindow': 5000, 'signature': '7b78535185e01ffa66c01c57e6c202a9a4ab79d0c48dc60120b1e2077c1d4f60'}
2026-06-01 13:09:54 | DEBUG    | trading_bot.client | Response  status=400  body={"code":-1116,"msg":"Invalid orderType."}
2026-06-01 13:09:54 | ERROR    | trading_bot.client | API error  code=-1116  msg=Invalid orderType.
2026-06-01 13:09:54 | ERROR    | trading_bot.orders | API error while placing order: Binance API Error [-1116]: Invalid orderType.
2026-06-01 13:10:25 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:10:25 | INFO     | trading_bot.orders | Validated order request  symbol=BTCUSDT side=BUY type=LIMIT qty=0.001 price=999999
2026-06-01 13:10:25 | INFO     | trading_bot.client | Placing order  symbol=BTCUSDT  side=BUY  type=LIMIT  qty=0.001  price=999999
2026-06-01 13:10:25 | DEBUG    | trading_bot.client | POST https://testnet.binance.vision/api/v3/order  body={'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'LIMIT', 'quantity': '0.001', 'price': '999999', 'timeInForce': 'IOC', 'timestamp': 1780299625353, 'recvWindow': 5000, 'signature': '493e41382933e0a4e3b3ff3349cbc2f5c4d714fbf0eddad0721ed5ab5dc8f41c'}
2026-06-01 13:10:26 | DEBUG    | trading_bot.client | Response  status=400  body={"code":-1013,"msg":"Filter failure: PERCENT_PRICE_BY_SIDE"}
2026-06-01 13:10:26 | ERROR    | trading_bot.client | API error  code=-1013  msg=Filter failure: PERCENT_PRICE_BY_SIDE
2026-06-01 13:10:26 | ERROR    | trading_bot.orders | API error while placing order: Binance API Error [-1013]: Filter failure: PERCENT_PRICE_BY_SIDE
2026-06-01 13:26:01 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:26:01 | INFO     | trading_bot.orders | Validated order request  symbol=BTCUSDT side=BUY type=MARKET qty=0.001 price=N/A
2026-06-01 13:26:01 | INFO     | trading_bot.client | Placing order  symbol=BTCUSDT  side=BUY  type=MARKET  qty=0.001  price=N/A
2026-06-01 13:26:01 | DEBUG    | trading_bot.client | POST https://testnet.binance.vision/api/v3/order  body={'symbol': 'BTCUSDT', 'side': 'BUY', 'type': 'MARKET', 'quantity': '0.001', 'timestamp': 1780300561887, 'recvWindow': 5000, 'signature': 'c4ad76e936d0fe93309d3276b70a79a0adc7afea69f147695dcdb0578117eeac'}
2026-06-01 13:26:02 | DEBUG    | trading_bot.client | Response  status=200  body={"symbol":"BTCUSDT","orderId":9335736,"orderListId":-1,"clientOrderId":"JghqkREd418QgqboWF5hoB","transactTime":1780300562449,"price":"0.00000000","origQty":"0.00100000","executedQty":"0.00100000","origQuoteOrderQty":"0.00000000","cummulativeQuoteQty":"72.86218000","status":"FILLED","timeInForce":"GTC","type":"MARKET","side":"BUY","workingTime":1780300562449,"fills":[{"price":"72862.18000000","qty":"0.00100000","commission":"0.00000000","commissionAsset":"BTC","tradeId":2826787}],"selfTradePreven
2026-06-01 13:26:02 | INFO     | trading_bot.orders | Order placed successfully. Response: {'symbol': 'BTCUSDT', 'orderId': 9335736, 'orderListId': -1, 'clientOrderId': 'JghqkREd418QgqboWF5hoB', 'transactTime': 1780300562449, 'price': '0.00000000', 'origQty': '0.00100000', 'executedQty': '0.00100000', 'origQuoteOrderQty': '0.00000000', 'cummulativeQuoteQty': '72.86218000', 'status': 'FILLED', 'timeInForce': 'GTC', 'type': 'MARKET', 'side': 'BUY', 'workingTime': 1780300562449, 'fills': [{'price': '72862.18000000', 'qty': '0.00100000', 'commission': '0.00000000', 'commissionAsset': 'BTC', 'tradeId': 2826787}], 'selfTradePreventionMode': 'EXPIRE_MAKER'}
2026-06-01 13:26:09 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:26:09 | INFO     | trading_bot.orders | Validated order request  symbol=BTCUSDT side=SELL type=LIMIT qty=0.001 price=75000
2026-06-01 13:26:09 | INFO     | trading_bot.client | Placing order  symbol=BTCUSDT  side=SELL  type=LIMIT  qty=0.001  price=75000
2026-06-01 13:26:09 | DEBUG    | trading_bot.client | POST https://testnet.binance.vision/api/v3/order  body={'symbol': 'BTCUSDT', 'side': 'SELL', 'type': 'LIMIT', 'quantity': '0.001', 'price': '75000', 'timeInForce': 'GTC', 'timestamp': 1780300569905, 'recvWindow': 5000, 'signature': '1d5abc58918096ef9a841ceee21ac704339c8d7da3d0564c665e5c95dd786cbf'}
2026-06-01 13:26:11 | DEBUG    | trading_bot.client | Response  status=200  body={"symbol":"BTCUSDT","orderId":9335756,"orderListId":-1,"clientOrderId":"vzaU5YGuyU5GQA72nwm4mc","transactTime":1780300570600,"price":"75000.00000000","origQty":"0.00100000","executedQty":"0.00000000","origQuoteOrderQty":"0.00000000","cummulativeQuoteQty":"0.00000000","status":"NEW","timeInForce":"GTC","type":"LIMIT","side":"SELL","workingTime":1780300570600,"fills":[],"selfTradePreventionMode":"EXPIRE_MAKER"}
2026-06-01 13:26:11 | INFO     | trading_bot.orders | Order placed successfully. Response: {'symbol': 'BTCUSDT', 'orderId': 9335756, 'orderListId': -1, 'clientOrderId': 'vzaU5YGuyU5GQA72nwm4mc', 'transactTime': 1780300570600, 'price': '75000.00000000', 'origQty': '0.00100000', 'executedQty': '0.00000000', 'origQuoteOrderQty': '0.00000000', 'cummulativeQuoteQty': '0.00000000', 'status': 'NEW', 'timeInForce': 'GTC', 'type': 'LIMIT', 'side': 'SELL', 'workingTime': 1780300570600, 'fills': [], 'selfTradePreventionMode': 'EXPIRE_MAKER'}
2026-06-01 13:26:23 | DEBUG    | trading_bot.client | BinanceFuturesClient initialised. Base URL: https://testnet.binance.vision
2026-06-01 13:26:23 | DEBUG    | trading_bot.client | GET https://testnet.binance.vision/api/v3/openOrders  params={'symbol': 'BTCUSDT', 'timestamp': 1780300583049, 'recvWindow': 5000, 'signature': 'a05567307f39aeb5024278007ccacae5ba14c96482dd344ebb381d1e9b1c26b1'}
2026-06-01 13:26:24 | DEBUG    | trading_bot.client | Response  status=200  body=[{"symbol":"BTCUSDT","orderId":9335756,"orderListId":-1,"clientOrderId":"vzaU5YGuyU5GQA72nwm4mc","price":"75000.00000000","origQty":"0.00100000","executedQty":"0.00000000","cummulativeQuoteQty":"0.00000000","status":"NEW","timeInForce":"GTC","type":"LIMIT","side":"SELL","stopPrice":"0.00000000","icebergQty":"0.00000000","time":1780300570600,"updateTime":1780300570600,"isWorking":true,"workingTime":1780300570600,"origQuoteOrderQty":"0.00000000","selfTradePreventionMode":"EXPIRE_MAKER"}]
